log_text,label
failed to publish event to kafka on kafka-broker,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-1,Kafka Failure
stream processing interrupted on frontend-app,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
failed to publish event to kafka on auth-service,Kafka Failure
message broker unavailable on prod-server-1,Kafka Failure
consumer group rebalance failed on prod-server-1,Kafka Failure
consumer group rebalance failed on db-cluster,Kafka Failure
stream processing interrupted on k8s-node-4,Kafka Failure
kafka consumer lag exceeded threshold on auth-service,Kafka Failure
kafka partition leader missing on auth-service,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
kafka consumer lag exceeded threshold on frontend-app,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
consumer group rebalance failed on prod-server-1,Kafka Failure
failed to publish event to kafka on payment-service,Kafka Failure
kafka consumer lag exceeded threshold on auth-service,Kafka Failure
kafka consumer lag exceeded threshold on kafka-broker,Kafka Failure
failed to publish event to kafka on prod-server-1,Kafka Failure
kafka partition leader missing on payment-service,Kafka Failure
consumer group rebalance failed on redis-cache,Kafka Failure
consumer group rebalance failed on k8s-node-4,Kafka Failure
consumer group rebalance failed on db-cluster,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-2,Kafka Failure
stream processing interrupted on kafka-broker,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
consumer group rebalance failed on frontend-app,Kafka Failure
message broker unavailable on frontend-app,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
consumer group rebalance failed on prod-server-1,Kafka Failure
stream processing interrupted on frontend-app,Kafka Failure
consumer group rebalance failed on redis-cache,Kafka Failure
consumer group rebalance failed on payment-service,Kafka Failure
consumer group rebalance failed on k8s-node-4,Kafka Failure
kafka consumer lag exceeded threshold on payment-service,Kafka Failure
consumer group rebalance failed on prod-server-2,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
kafka consumer lag exceeded threshold on db-cluster,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-2,Kafka Failure
kafka consumer lag exceeded threshold on kafka-broker,Kafka Failure
kafka partition leader missing on prod-server-1,Kafka Failure
kafka partition leader missing on kafka-broker,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
failed to publish event to kafka on prod-server-1,Kafka Failure
message broker unavailable on frontend-app,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-1,Kafka Failure
stream processing interrupted on auth-service,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
failed to publish event to kafka on prod-server-1,Kafka Failure
message broker unavailable on redis-cache,Kafka Failure
kafka consumer lag exceeded threshold on auth-service,Kafka Failure
stream processing interrupted on k8s-node-4,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
kafka consumer lag exceeded threshold on frontend-app,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
kafka consumer lag exceeded threshold on auth-service,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
kafka partition leader missing on db-cluster,Kafka Failure
consumer group rebalance failed on kafka-broker,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
stream processing interrupted on auth-service,Kafka Failure
failed to publish event to kafka on payment-service,Kafka Failure
consumer group rebalance failed on frontend-app,Kafka Failure
kafka partition leader missing on frontend-app,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
consumer group rebalance failed on kafka-broker,Kafka Failure
message broker unavailable on api-gateway,Kafka Failure
stream processing interrupted on payment-service,Kafka Failure
consumer group rebalance failed on api-gateway,Kafka Failure
consumer group rebalance failed on payment-service,Kafka Failure
kafka partition leader missing on prod-server-2,Kafka Failure
failed to publish event to kafka on frontend-app,Kafka Failure
failed to publish event to kafka on prod-server-2,Kafka Failure
consumer group rebalance failed on prod-server-2,Kafka Failure
kafka consumer lag exceeded threshold on payment-service,Kafka Failure
stream processing interrupted on k8s-node-4,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
consumer group rebalance failed on api-gateway,Kafka Failure
stream processing interrupted on auth-service,Kafka Failure
consumer group rebalance failed on prod-server-2,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
failed to publish event to kafka on k8s-node-4,Kafka Failure
failed to publish event to kafka on api-gateway,Kafka Failure
message broker unavailable on prod-server-2,Kafka Failure
stream processing interrupted on prod-server-1,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
kafka consumer lag exceeded threshold on api-gateway,Kafka Failure
failed to publish event to kafka on payment-service,Kafka Failure
message broker unavailable on frontend-app,Kafka Failure
failed to publish event to kafka on payment-service,Kafka Failure
message broker unavailable on prod-server-2,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
message broker unavailable on redis-cache,Kafka Failure
consumer group rebalance failed on api-gateway,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-2,Kafka Failure
failed to publish event to kafka on k8s-node-4,Kafka Failure
kafka partition leader missing on prod-server-1,Kafka Failure
message broker unavailable on db-cluster,Kafka Failure
failed to publish event to kafka on kafka-broker,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
kafka partition leader missing on auth-service,Kafka Failure
kafka partition leader missing on api-gateway,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
consumer group rebalance failed on k8s-node-4,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
kafka consumer lag exceeded threshold on api-gateway,Kafka Failure
failed to publish event to kafka on auth-service,Kafka Failure
stream processing interrupted on payment-service,Kafka Failure
message broker unavailable on api-gateway,Kafka Failure
message broker unavailable on db-cluster,Kafka Failure
kafka partition leader missing on prod-server-1,Kafka Failure
kafka consumer lag exceeded threshold on prod-server-1,Kafka Failure
consumer group rebalance failed on payment-service,Kafka Failure
kafka consumer lag exceeded threshold on k8s-node-4,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
failed to publish event to kafka on payment-service,Kafka Failure
consumer group rebalance failed on prod-server-2,Kafka Failure
failed to publish event to kafka on prod-server-1,Kafka Failure
kafka consumer lag exceeded threshold on redis-cache,Kafka Failure
message broker unavailable on api-gateway,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
kafka consumer lag exceeded threshold on kafka-broker,Kafka Failure
consumer group rebalance failed on prod-server-2,Kafka Failure
consumer group rebalance failed on prod-server-1,Kafka Failure
consumer group rebalance failed on db-cluster,Kafka Failure
consumer group rebalance failed on frontend-app,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
kafka partition leader missing on payment-service,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
kafka consumer lag exceeded threshold on frontend-app,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
kafka partition leader missing on prod-server-2,Kafka Failure
kafka partition leader missing on prod-server-1,Kafka Failure
kafka partition leader missing on k8s-node-4,Kafka Failure
failed to publish event to kafka on frontend-app,Kafka Failure
kafka partition leader missing on prod-server-2,Kafka Failure
message broker unavailable on kafka-broker,Kafka Failure
kafka partition leader missing on frontend-app,Kafka Failure
message broker unavailable on prod-server-1,Kafka Failure
failed to publish event to kafka on prod-server-2,Kafka Failure
failed to publish event to kafka on redis-cache,Kafka Failure
consumer group rebalance failed on kafka-broker,Kafka Failure
consumer group rebalance failed on k8s-node-4,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
kafka partition leader missing on redis-cache,Kafka Failure
kafka partition leader missing on api-gateway,Kafka Failure
message broker unavailable on frontend-app,Kafka Failure
stream processing interrupted on redis-cache,Kafka Failure
consumer group rebalance failed on payment-service,Kafka Failure
failed to publish event to kafka on frontend-app,Kafka Failure
kafka partition leader missing on prod-server-1,Kafka Failure
stream processing interrupted on auth-service,Kafka Failure
consumer group rebalance failed on payment-service,Kafka Failure
kafka partition leader missing on prod-server-2,Kafka Failure
message broker unavailable on auth-service,Kafka Failure
kafka partition leader missing on api-gateway,Kafka Failure
stream processing interrupted on prod-server-2,Kafka Failure
consumer group rebalance failed on frontend-app,Kafka Failure
stream processing interrupted on api-gateway,Kafka Failure
